"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 14 11:02:31 IDT 2024","Sun Jul 14 11:02:40 IDT 2024","8994","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | podcast",""
"failed","Sun Jul 14 10:19:39 IDT 2024","Sun Jul 14 10:19:55 IDT 2024","16076","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | horse",""
"failed","Sun Jul 14 10:13:48 IDT 2024","Sun Jul 14 10:14:02 IDT 2024","13982","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | tv",""
"passed","Sun Jul 14 11:08:04 IDT 2024","Sun Jul 14 11:08:11 IDT 2024","6680","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | japanese",""
"passed","Sun Jul 14 10:52:21 IDT 2024","Sun Jul 14 10:52:45 IDT 2024","23577","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | japan",""
"failed","Sun Jul 14 10:39:43 IDT 2024","Sun Jul 14 10:39:58 IDT 2024","15511","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | that sound",""
"passed","Sun Jul 14 10:01:52 IDT 2024","Sun Jul 14 10:02:05 IDT 2024","13551","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | fanfare",""
"failed","Sun Jul 14 09:54:05 IDT 2024","Sun Jul 14 09:54:18 IDT 2024","13712","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | birds",""
"failed","Sun Jul 14 10:26:40 IDT 2024","Sun Jul 14 10:26:58 IDT 2024","18074","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | russian",""
"failed","Sun Jul 14 10:16:03 IDT 2024","Sun Jul 14 10:16:16 IDT 2024","13452","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | thinking",""
"failed","Sun Jul 14 10:06:06 IDT 2024","Sun Jul 14 10:06:21 IDT 2024","15551","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | opener",""
"failed","Sun Jul 14 09:57:20 IDT 2024","Sun Jul 14 09:57:36 IDT 2024","15545","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | graduation",""
"passed","Sun Jul 14 10:18:22 IDT 2024","Sun Jul 14 10:18:38 IDT 2024","16669","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | indonesia",""
"passed","Sun Jul 14 10:16:50 IDT 2024","Sun Jul 14 10:17:05 IDT 2024","15609","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | latin america",""
"passed","Sun Jul 14 10:36:41 IDT 2024","Sun Jul 14 10:36:56 IDT 2024","14582","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | hard rock",""
"failed","Sun Jul 14 10:11:10 IDT 2024","Sun Jul 14 10:11:29 IDT 2024","19052","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | brass",""
"failed","Sun Jul 14 11:13:54 IDT 2024","Sun Jul 14 11:14:04 IDT 2024","10155","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | magic",""
"failed","Sun Jul 14 09:55:35 IDT 2024","Sun Jul 14 09:55:50 IDT 2024","15091","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | fashion show",""
"passed","Sun Jul 14 09:48:48 IDT 2024","Sun Jul 14 09:49:04 IDT 2024","15562","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | drums",""
"passed","Sun Jul 14 10:03:45 IDT 2024","Sun Jul 14 10:04:03 IDT 2024","17588","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | drake",""
"failed","Sun Jul 14 09:57:06 IDT 2024","Sun Jul 14 09:57:20 IDT 2024","14646","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | loop",""
"failed","Sun Jul 14 10:04:41 IDT 2024","Sun Jul 14 10:04:59 IDT 2024","17570","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | backing vocals",""
"failed","Sun Jul 14 10:14:44 IDT 2024","Sun Jul 14 10:14:59 IDT 2024","14947","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | heart beat",""
"failed","Sun Jul 14 11:11:57 IDT 2024","Sun Jul 14 11:12:00 IDT 2024","2927","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | phonk",""
"passed","Sun Jul 14 10:20:53 IDT 2024","Sun Jul 14 10:21:13 IDT 2024","20247","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | thunder",""
"failed","Sun Jul 14 11:00:39 IDT 2024","Sun Jul 14 11:00:51 IDT 2024","11507","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | motivational",""
"failed","Sun Jul 14 10:07:23 IDT 2024","Sun Jul 14 10:07:40 IDT 2024","16937","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | time-lapse",""
"passed","Sun Jul 14 10:58:33 IDT 2024","Sun Jul 14 10:58:41 IDT 2024","7876","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | arabic",""
"failed","Sun Jul 14 09:59:46 IDT 2024","Sun Jul 14 10:00:02 IDT 2024","15908","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | traditional",""
"failed","Sun Jul 14 10:10:31 IDT 2024","Sun Jul 14 10:10:49 IDT 2024","17069","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | short",""
"failed","Sun Jul 14 09:49:04 IDT 2024","Sun Jul 14 09:49:20 IDT 2024","16088","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | event",""
"failed","Sun Jul 14 11:14:04 IDT 2024","Sun Jul 14 11:14:15 IDT 2024","10610","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | forest",""
"passed","Sun Jul 14 10:52:45 IDT 2024","Sun Jul 14 10:53:00 IDT 2024","15542","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | sport",""
"failed","Sun Jul 14 10:36:10 IDT 2024","Sun Jul 14 10:36:26 IDT 2024","15085","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | terror",""
"passed","Sun Jul 14 10:25:37 IDT 2024","Sun Jul 14 10:26:09 IDT 2024","32458","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | love song",""
"failed","Sun Jul 14 11:06:10 IDT 2024","Sun Jul 14 11:06:12 IDT 2024","1989","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | china",""
"failed","Sun Jul 14 11:13:25 IDT 2024","Sun Jul 14 11:13:32 IDT 2024","7603","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | paris",""
"failed","Sun Jul 14 10:10:12 IDT 2024","Sun Jul 14 10:10:31 IDT 2024","19045","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | sky",""
"passed","Sun Jul 14 10:44:39 IDT 2024","Sun Jul 14 10:44:54 IDT 2024","14696","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | campagna",""
"failed","Sun Jul 14 10:02:05 IDT 2024","Sun Jul 14 10:02:23 IDT 2024","17330","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | abstract",""
"passed","Sun Jul 14 10:55:51 IDT 2024","Sun Jul 14 10:56:02 IDT 2024","10694","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | meditation",""
"failed","Sun Jul 14 10:59:33 IDT 2024","Sun Jul 14 11:00:08 IDT 2024","34747","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | sexy",""
"failed","Sun Jul 14 10:34:03 IDT 2024","Sun Jul 14 10:34:21 IDT 2024","18395","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | spooky",""
"failed","Sun Jul 14 10:44:33 IDT 2024","Sun Jul 14 10:44:39 IDT 2024","5779","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | hotham",""
"failed","Sun Jul 14 11:12:00 IDT 2024","Sun Jul 14 11:12:17 IDT 2024","16852","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | peaceful",""
"passed","Sun Jul 14 10:11:29 IDT 2024","Sun Jul 14 10:11:48 IDT 2024","18915","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | bali",""
"failed","Sun Jul 14 11:02:40 IDT 2024","Sun Jul 14 11:03:00 IDT 2024","19684","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | folk",""
"failed","Sun Jul 14 10:53:00 IDT 2024","Sun Jul 14 10:53:13 IDT 2024","12446","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | nature",""
"failed","Sun Jul 14 10:03:06 IDT 2024","Sun Jul 14 10:03:25 IDT 2024","18562","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | favorites",""
"passed","Sun Jul 14 10:35:38 IDT 2024","Sun Jul 14 10:35:55 IDT 2024","16959","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | game show",""
"failed","Sun Jul 14 09:48:20 IDT 2024","Sun Jul 14 09:48:34 IDT 2024","13685","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | powerful",""
"failed","Sun Jul 14 10:06:38 IDT 2024","Sun Jul 14 10:06:52 IDT 2024","14157","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | drone shots",""
"failed","Sun Jul 14 11:01:30 IDT 2024","Sun Jul 14 11:01:40 IDT 2024","10045","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | adventure",""
"failed","Sun Jul 14 10:53:42 IDT 2024","Sun Jul 14 10:53:54 IDT 2024","12091","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | uplifting",""
"failed","Sun Jul 14 10:12:17 IDT 2024","Sun Jul 14 10:12:30 IDT 2024","12949","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | bells",""
"failed","Sun Jul 14 10:13:31 IDT 2024","Sun Jul 14 10:13:48 IDT 2024","16560","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | click",""
"passed","Sun Jul 14 10:46:28 IDT 2024","Sun Jul 14 10:46:44 IDT 2024","15942","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | louis adrien",""
"failed","Sun Jul 14 10:23:06 IDT 2024","Sun Jul 14 10:23:29 IDT 2024","22735","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | opening",""
"failed","Sun Jul 14 09:58:17 IDT 2024","Sun Jul 14 09:58:30 IDT 2024","13144","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | acoustic drums",""
"failed","Sun Jul 14 10:24:48 IDT 2024","Sun Jul 14 10:25:04 IDT 2024","16267","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | grand",""
"failed","Sun Jul 14 11:05:16 IDT 2024","Sun Jul 14 11:05:27 IDT 2024","10931","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | relax",""
"failed","Sun Jul 14 10:16:16 IDT 2024","Sun Jul 14 10:16:33 IDT 2024","16768","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | camera",""
"passed","Sun Jul 14 11:07:28 IDT 2024","Sun Jul 14 11:07:35 IDT 2024","7242","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | indian",""
"failed","Sun Jul 14 10:38:14 IDT 2024","Sun Jul 14 10:38:29 IDT 2024","15833","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | i owe it to you",""
"passed","Sun Jul 14 10:38:45 IDT 2024","Sun Jul 14 10:38:58 IDT 2024","13387","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | somber",""
"passed","Sun Jul 14 10:41:57 IDT 2024","Sun Jul 14 10:42:11 IDT 2024","14221","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | ragtime",""
"failed","Sun Jul 14 10:57:49 IDT 2024","Sun Jul 14 10:58:01 IDT 2024","11994","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | rap",""
"failed","Sun Jul 14 10:40:29 IDT 2024","Sun Jul 14 10:40:43 IDT 2024","14376","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | dear gravity",""
"passed","Sun Jul 14 10:37:10 IDT 2024","Sun Jul 14 10:37:27 IDT 2024","16860","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | chrismas",""
"passed","Sun Jul 14 11:12:17 IDT 2024","Sun Jul 14 11:12:27 IDT 2024","10542","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | cooking",""
"failed","Sun Jul 14 10:30:01 IDT 2024","Sun Jul 14 10:30:18 IDT 2024","17113","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | fun",""
"failed","Sun Jul 14 10:35:08 IDT 2024","Sun Jul 14 10:35:23 IDT 2024","15106","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | sneaky",""
"failed","Sun Jul 14 10:55:37 IDT 2024","Sun Jul 14 10:55:51 IDT 2024","14476","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | action",""
"passed","Sun Jul 14 10:27:48 IDT 2024","Sun Jul 14 10:28:10 IDT 2024","22517","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | motorcycle",""
"failed","Sun Jul 14 10:24:02 IDT 2024","Sun Jul 14 10:24:18 IDT 2024","16379","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | hip hop instrumental",""
"passed","Sun Jul 14 10:34:36 IDT 2024","Sun Jul 14 10:34:51 IDT 2024","14624","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | xmas",""
"failed","Sun Jul 14 10:23:29 IDT 2024","Sun Jul 14 10:23:47 IDT 2024","17733","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | bts",""
"failed","Sun Jul 14 10:04:59 IDT 2024","Sun Jul 14 10:05:15 IDT 2024","16067","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | police",""
"failed","Sun Jul 14 09:57:51 IDT 2024","Sun Jul 14 09:58:04 IDT 2024","12575","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | ethnic",""
"failed","Sun Jul 14 10:00:50 IDT 2024","Sun Jul 14 10:01:05 IDT 2024","15461","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | new",""
"failed","Sun Jul 14 10:58:15 IDT 2024","Sun Jul 14 10:58:26 IDT 2024","10537","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | violin",""
"failed","Sun Jul 14 11:09:22 IDT 2024","Sun Jul 14 11:09:32 IDT 2024","9579","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | drone",""
"failed","Sun Jul 14 09:50:45 IDT 2024","Sun Jul 14 09:51:02 IDT 2024","16838","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | riser",""
"failed","Sun Jul 14 10:51:02 IDT 2024","Sun Jul 14 10:51:16 IDT 2024","13756","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | love",""
"passed","Sun Jul 14 10:18:54 IDT 2024","Sun Jul 14 10:19:10 IDT 2024","15562","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | portugal",""
"failed","Sun Jul 14 10:57:39 IDT 2024","Sun Jul 14 10:57:49 IDT 2024","9521","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | suspense",""
"failed","Sun Jul 14 11:07:53 IDT 2024","Sun Jul 14 11:08:04 IDT 2024","11130","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | motivation",""
"passed","Sun Jul 14 10:59:21 IDT 2024","Sun Jul 14 10:59:31 IDT 2024","9948","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | techno",""
"failed","Sun Jul 14 09:47:51 IDT 2024","Sun Jul 14 09:48:07 IDT 2024","15747","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | classic",""
"failed","Sun Jul 14 10:57:30 IDT 2024","Sun Jul 14 10:57:39 IDT 2024","9353","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | hiphop",""
"passed","Sun Jul 14 10:43:01 IDT 2024","Sun Jul 14 10:43:16 IDT 2024","15529","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | go hard",""
"failed","Sun Jul 14 11:11:51 IDT 2024","Sun Jul 14 11:11:57 IDT 2024","6076","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | jungle",""
"passed","Sun Jul 14 10:33:01 IDT 2024","Sun Jul 14 10:33:16 IDT 2024","14652","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | lo-fi",""
"failed","Sun Jul 14 09:50:11 IDT 2024","Sun Jul 14 09:50:30 IDT 2024","18295","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | water",""
"failed","Sun Jul 14 11:14:25 IDT 2024","Sun Jul 14 11:14:28 IDT 2024","2367","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | happy birthday",""
"failed","Sun Jul 14 10:46:44 IDT 2024","Sun Jul 14 10:46:56 IDT 2024","12391","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | cinematic",""
"passed","Sun Jul 14 10:29:14 IDT 2024","Sun Jul 14 10:29:28 IDT 2024","14336","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | lofi",""
"failed","Sun Jul 14 10:47:34 IDT 2024","Sun Jul 14 10:47:55 IDT 2024","20571","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | pop",""
"passed","Sun Jul 14 10:19:10 IDT 2024","Sun Jul 14 10:19:25 IDT 2024","15301","Music","Music | Search term | Semantical search tests | engine: vespa | #MUSIC_AI","Existence of returned results | engine: vespa","","","Verify: At least 70% of the returned tracks ALBUMS per search term exist in data set | god",""
